Customer_ID,Recency,Frequency,Monetary,Future_Spend,Is_Churn,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment,First_Purchase,Last_Purchase,Total_Transactions,Avg_Transaction,Std_Transaction,Category_Diversity,Avg_Quantity,Avg_Discount,Tenure_Days,Avg_Purchase_Freq,Last_Purchase_Month,Tech_Sales,Tech_Customer,Action_Segment
EH-13765,160,11,8952.396,1358.484,0,3,5,5,13,Regular Customers,2014-04-12,2017-01-22,30,298.4132,900.3777880266435,2,3.7666666666666666,0.06666666666666667,1016,33.86666666666667,1,0.0,0,Standard
EH-13945,35,8,684.1709999999999,0.0,1,5,5,2,12,Potential Loyalists,2014-07-02,2017-05-27,17,40.24535294117646,34.794120022176834,3,4.235294117647059,0.29411764705882354,1060,62.35294117647059,5,304.96999999999997,1,Tech Loyal
EH-13990,223,6,825.9499999999999,0.0,1,2,4,2,8,Regular Customers,2014-01-15,2016-11-20,8,103.24374999999999,109.95966962709555,3,2.5,0.0625,1040,130.0,11,301.142,1,Tech Loyal
EH-14005,27,4,717.428,502.10200000000003,0,5,2,2,9,Needs Attention,2014-05-13,2017-06-04,6,119.57133333333333,150.18473382693284,1,4.333333333333333,0.18333333333333335,1118,186.33333333333334,6,0.0,0,Standard
EH-14125,10,9,3041.229,41.424,0,5,5,4,14,Champions,2014-10-19,2017-06-21,17,178.89582352941176,238.8037638078165,3,4.352941176470588,0.20588235294117646,976,57.411764705882355,6,1070.304,1,Tech Loyal
EH-14185,183,5,903.3399999999999,20.544,0,3,3,2,8,Regular Customers,2014-05-22,2016-12-30,7,129.04857142857142,207.25087284967555,2,2.2857142857142856,0.3,953,136.14285714285714,12,221.706,1,Tech Loyal
EJ-13720,120,4,2162.174,0.0,1,3,2,4,9,Regular Customers,2014-01-27,2017-03-03,8,270.27175,347.39554802713207,3,3.875,0.175,1131,141.375,3,1049.44,1,Tech Loyal
EJ-14155,48,3,2192.091,464.6,0,4,1,4,9,Regular Customers,2014-03-03,2017-05-14,6,365.3485,338.4282913621437,3,4.333333333333333,0.08333333333333333,1168,194.66666666666666,5,137.94,1,Tech Loyal
EK-13795,560,3,1280.118,23.36,0,1,1,2,4,Hibernating,2014-03-18,2015-12-19,3,426.70599999999996,668.4235505037207,3,4.666666666666667,0.11666666666666665,641,213.66666666666666,12,25.488,1,Tech Loyal
EL-13735,435,1,86.62,37.66,0,1,1,1,3,Hibernating,2016-04-22,2016-04-22,1,86.62,,1,2.0,0.0,0,0.0,4,0.0,0,Standard
EM-13810,484,4,2526.72,40.29,0,1,2,4,7,Regular Customers,2015-06-07,2016-03-04,6,421.11999999999995,520.067690135813,3,3.3333333333333335,0.16666666666666666,271,45.166666666666664,3,185.98,1,Tech Loyal
EM-13825,60,6,739.15,1600.4479999999999,0,4,4,2,10,Potential Loyalists,2014-12-02,2017-05-02,9,82.12777777777778,98.99078254284308,3,3.4444444444444446,0.08888888888888888,882,98.0,5,165.51,1,Tech Loyal
EM-13960,551,4,747.164,186.54,0,1,2,2,5,Hibernating,2015-10-01,2015-12-28,5,149.4328,240.47538811944975,2,3.0,0.27999999999999997,88,17.6,12,735.952,1,Tech Loyal
EM-14065,27,3,217.78,11.21,0,5,1,1,7,Needs Attention,2014-07-22,2017-06-04,5,43.556,65.75606630570292,3,4.2,0.3,1048,209.6,6,159.98,1,Tech Loyal
EM-14095,236,3,975.922,65.12,0,2,1,2,5,Hibernating,2015-08-07,2016-11-07,9,108.43577777777779,176.4669755632607,2,3.3333333333333335,0.1111111111111111,458,50.888888888888886,11,518.3140000000001,1,Tech Loyal
EM-14140,186,5,3616.356,972.08,0,3,3,5,11,Regular Customers,2014-07-19,2016-12-27,15,241.09040000000002,404.9626824635997,3,3.8,0.013333333333333334,892,59.46666666666667,12,2333.76,1,At-Risk High-Value
EM-14200,97,2,68.706,298.116,0,4,1,1,6,Needs Attention,2015-12-20,2017-03-26,3,22.902,26.579989691495367,2,2.3333333333333335,0.06666666666666667,462,154.0,3,53.25,1,Standard
EN-13780,105,4,2199.366,0.0,1,3,2,4,9,Regular Customers,2015-05-30,2017-03-18,9,244.374,420.52942172575746,3,3.0,0.044444444444444446,658,73.11111111111111,3,1718.6699999999998,1,Tech Loyal
EP-13915,120,10,4155.5428,1322.518,0,3,5,5,13,Regular Customers,2014-07-06,2017-03-03,18,230.8634888888889,311.90477631330873,3,3.611111111111111,0.2511111111111111,971,53.94444444444444,3,999.8879999999999,1,Tech Loyal
ER-13855,239,3,1245.788,0.0,1,2,1,2,5,Hibernating,2015-12-21,2016-11-04,5,249.1576,354.8591718369415,2,5.4,0.2,319,63.8,11,0.0,0,Standard
ES-14020,385,3,389.106,3121.352,0,1,1,1,3,Hibernating,2014-09-20,2016-06-11,4,97.2765,106.61707653560944,2,3.0,0.05,630,157.5,6,239.97,1,Tech Loyal
ES-14080,127,7,4391.392,266.532,0,3,4,5,12,Regular Customers,2014-10-02,2017-02-24,17,258.3171764705882,364.5050975144647,3,3.764705882352941,0.25882352941176473,876,51.529411764705884,2,3221.7799999999997,1,Tech Loyal
FA-14230,223,6,1618.574,1365.48,0,2,4,3,9,At Risk,2014-09-19,2016-11-20,15,107.90493333333333,125.84444125499128,3,3.466666666666667,0.26666666666666666,793,52.86666666666667,11,906.9540000000001,1,Tech Loyal
FC-14245,117,5,3026.838,391.904,0,3,3,4,10,Regular Customers,2015-06-13,2017-03-06,9,336.31533333333334,615.6920133695093,3,3.888888888888889,0.044444444444444446,632,70.22222222222223,3,656.354,1,Tech Loyal
FC-14335,2,7,3889.366,0.0,1,5,4,5,14,Champions,2014-10-10,2017-06-29,10,388.9366,600.5995536506648,3,3.7,0.16,993,99.3,6,552.16,1,VIP Recent
FG-14260,957,2,746.12,637.024,0,1,1,2,4,Hibernating,2014-05-21,2014-11-17,4,186.53,202.78868114369698,1,4.75,0.0,180,45.0,11,0.0,0,Standard
FH-14275,49,6,1646.1760000000002,2610.096,0,4,4,3,11,Loyal Customers,2014-04-06,2017-05-13,14,117.58400000000002,170.77061319703785,3,3.142857142857143,0.05714285714285715,1133,80.92857142857143,5,307.96200000000005,1,Tech Loyal
FH-14350,30,4,2271.284,0.0,1,5,2,4,11,Regular Customers,2015-08-23,2017-06-01,14,162.23457142857143,234.7056411664208,3,3.7142857142857144,0.10714285714285714,648,46.285714285714285,6,1210.246,1,Tech Loyal
FH-14365,212,4,6506.072,481.124,0,2,2,5,9,Regular Customers,2014-10-20,2016-12-01,7,929.4388571428572,1132.3204256698466,3,5.142857142857143,0.09999999999999999,773,110.42857142857143,12,3149.93,1,At-Risk High-Value
FM-14215,63,9,2274.6879999999996,181.95,0,4,5,4,13,Champions,2014-03-11,2017-04-29,14,162.47771428571426,295.3344995449237,3,3.2142857142857144,0.1,1145,81.78571428571429,4,620.9300000000001,1,Tech Loyal
FM-14290,190,5,1750.008,1986.19,0,3,3,3,9,Regular Customers,2014-08-26,2016-12-23,7,250.00114285714287,554.654319308711,2,3.142857142857143,0.14285714285714285,850,121.42857142857143,12,1676.77,1,Tech Loyal
FM-14380,6,8,2443.274,79.992,0,5,5,4,14,Champions,2015-07-12,2017-06-25,13,187.94415384615382,115.38182528590754,3,4.0,0.15384615384615385,714,54.92307692307692,6,988.176,1,Tech Loyal
FO-14305,12,8,2634.086,44.352000000000004,0,5,5,4,14,Champions,2014-06-09,2017-06-19,13,202.62199999999999,405.6351005439905,3,3.8461538461538463,0.22307692307692312,1106,85.07692307692308,6,707.52,1,Tech Loyal
FP-14320,187,6,3664.4900000000002,382.256,0,3,4,5,12,Regular Customers,2014-12-07,2016-12-26,12,305.37416666666667,453.88082293800295,3,3.9166666666666665,0.14166666666666666,750,62.5,12,1319.9520000000002,1,At-Risk High-Value
FW-14395,180,3,79.75,0.0,1,3,1,1,5,Needs Attention,2015-03-22,2017-01-02,3,26.583333333333332,14.811496660814983,2,3.0,0.0,652,217.33333333333334,1,60.19,1,Tech Loyal
GA-14515,7,7,3819.9060000000004,99.87,0,5,4,5,14,Champions,2014-05-18,2017-06-24,13,293.8389230769231,431.735469432858,3,3.4615384615384617,0.06923076923076923,1133,87.15384615384616,6,1764.882,1,VIP Recent
GA-14725,111,8,894.13,504.252,0,3,5,2,10,Regular Customers,2014-02-11,2017-03-12,13,68.77923076923076,94.81024487026164,3,3.0,0.057692307692307696,1125,86.53846153846153,3,27.968,1,Tech Loyal
GB-14530,91,10,1521.48,46.96,0,4,5,3,12,Loyal Customers,2014-04-28,2017-04-01,19,80.07789473684211,88.7271421443259,3,2.8421052631578947,0.17894736842105263,1069,56.26315789473684,4,39.0,1,Tech Loyal
GB-14575,154,4,4171.908,544.38,0,3,2,5,10,Regular Customers,2015-06-12,2017-01-28,15,278.1272,464.42211833251133,3,4.0,0.04000000000000001,596,39.733333333333334,1,743.6800000000001,1,Tech Loyal
GD-14590,28,3,1884.214,3.856,0,5,1,3,9,Regular Customers,2014-05-05,2017-06-03,5,376.8428,507.85788810965613,2,4.8,0.12000000000000002,1125,225.0,6,1828.446,1,Tech Loyal
GG-14650,69,6,1402.648,821.352,0,4,4,3,11,Loyal Customers,2014-10-31,2017-04-23,16,87.6655,109.1005180641534,3,4.0,0.1625,905,56.5625,4,354.3,1,Tech Loyal
GH-14410,1,8,2219.482,599.985,0,5,5,4,14,Champions,2014-07-09,2017-06-30,16,138.717625,269.3304964489725,3,3.75,0.24375,1087,67.9375,6,1001.584,1,Tech Loyal
GH-14425,568,3,4061.056,111.79,0,1,1,5,7,Regular Customers,2014-06-17,2015-12-11,9,451.22844444444445,1059.9511553037612,2,4.888888888888889,0.2111111111111111,542,60.22222222222222,12,0.0,0,At-Risk High-Value
GH-14485,205,2,1361.2440000000001,0.0,1,2,1,3,6,Regular Customers,2015-10-08,2016-12-08,3,453.74800000000005,560.6640991823892,2,5.0,0.4666666666666666,427,142.33333333333334,12,1097.544,1,Standard
GH-14665,592,1,40.92,106.02080000000001,0,1,1,1,3,Hibernating,2015-11-17,2015-11-17,1,40.92,,1,5.0,0.2,0,0.0,11,0.0,0,Standard
GK-14620,188,8,6487.414000000001,9.856,0,3,5,5,13,Regular Customers,2014-06-25,2016-12-25,13,499.03184615384623,776.7498306852992,3,4.769230769230769,0.15384615384615385,914,70.3076923076923,12,3899.698,1,At-Risk High-Value
GM-14440,70,5,3376.9359999999997,205.88400000000001,0,4,3,5,12,Loyal Customers,2014-03-21,2017-04-22,9,375.21511111111107,439.9301074387966,3,3.5555555555555554,0.13333333333333336,1128,125.33333333333333,4,119.96,1,VIP Recent
GM-14455,438,4,1718.466,1360.158,0,1,2,3,6,Regular Customers,2014-04-11,2016-04-19,6,286.411,261.90363329973104,3,4.666666666666667,0.16666666666666666,739,123.16666666666667,4,872.322,1,Tech Loyal
GM-14500,370,7,879.7379999999999,375.944,0,1,4,2,7,Regular Customers,2014-08-09,2016-06-26,10,87.9738,191.73919087587004,3,4.1,0.1,687,68.7,6,646.7059999999999,1,Tech Loyal
GM-14680,273,5,2878.052,285.576,0,2,3,4,9,At Risk,2014-05-10,2016-10-01,10,287.8052,435.78317008061606,3,2.7,0.12000000000000002,875,87.5,10,1609.48,1,Tech Loyal
GM-14695,284,2,4727.6140000000005,1322.352,0,2,1,5,8,Regular Customers,2014-04-05,2016-09-20,10,472.76140000000004,1299.2800917797347,2,4.1,0.04,899,89.9,9,28.99,1,At-Risk High-Value
GP-14740,583,2,236.53,0.0,1,1,1,1,3,Hibernating,2014-04-06,2015-11-26,5,47.306,38.38745537281678,1,4.2,0.13999999999999999,599,119.8,11,0.0,0,Standard
GR-14560,953,2,1284.38,0.0,1,1,1,2,4,Hibernating,2014-11-19,2014-11-21,5,256.87600000000003,438.3719531174412,2,4.6,0.0,2,0.4,11,0.0,0,Standard
GT-14635,604,2,1183.792,8167.419999999999,0,1,1,2,4,Hibernating,2014-06-06,2015-11-05,4,295.948,467.81565555675877,2,5.0,0.2,517,129.25,11,0.0,0,Standard
GT-14710,4,9,11721.776,98.344,0,5,5,5,15,Champions,2014-05-23,2017-06-27,25,468.87104,911.9341286304839,3,3.6,0.10800000000000001,1131,45.24,6,1976.68,1,VIP Recent
GT-14755,33,3,192.868,33.568,0,5,1,1,7,Needs Attention,2015-02-18,2017-05-29,6,32.144666666666666,22.36799204816263,2,2.5,0.10000000000000002,831,138.5,5,0.0,0,Standard
GW-14605,253,5,1467.273,721.7460000000001,0,2,3,3,8,At Risk,2014-03-01,2016-10-21,7,209.61042857142857,130.20090770786652,3,5.142857142857143,0.09999999999999999,965,137.85714285714286,10,517.86,1,Tech Loyal
GZ-14470,56,7,3827.62,527.53,0,4,4,5,13,Champions,2014-08-05,2017-05-06,11,347.9654545454545,393.10491729317346,3,3.3636363636363638,0.1,1005,91.36363636363636,5,49.98,1,VIP Recent
GZ-14545,21,3,442.32,2012.3020000000001,0,5,1,1,7,Needs Attention,2014-09-28,2017-06-10,3,147.44,203.1943237396163,1,5.666666666666667,0.0,986,328.6666666666667,6,0.0,0,Standard
HA-14905,284,5,1284.0439999999999,879.256,0,2,3,2,7,Regular Customers,2014-06-30,2016-09-20,6,214.00733333333332,173.18092904089258,2,5.166666666666667,0.13333333333333333,813,135.5,9,0.0,0,Standard
HA-14920,261,6,2538.886,45.272,0,2,4,4,10,At Risk,2014-10-11,2016-10-13,15,169.25906666666666,218.31730845572545,3,4.066666666666666,0.2,733,48.86666666666667,10,446.69,1,Tech Loyal
HD-14785,587,3,251.36,0.0,1,1,1,1,3,Hibernating,2014-05-11,2015-11-22,7,35.90857142857143,34.57744609258634,1,4.428571428571429,0.3,560,80.0,11,0.0,0,Standard
HE-14800,208,2,284.582,598.95,0,2,1,1,4,Hibernating,2016-01-30,2016-12-05,4,71.1455,74.12946774169275,2,3.25,0.05,310,77.5,12,0.0,0,Standard
HF-14995,216,6,2489.314,43.85,0,2,4,4,10,At Risk,2014-05-26,2016-11-27,17,146.43023529411764,167.49501173636835,3,3.5294117647058822,0.14705882352941177,916,53.88235294117647,11,356.744,1,Tech Loyal
HG-14845,103,3,403.08000000000004,382.54799999999994,0,3,1,1,5,Needs Attention,2014-04-29,2017-03-20,5,80.61600000000001,110.52061501819469,2,3.0,0.22000000000000003,1056,211.2,3,0.0,0,Standard
HG-14965,92,10,1092.58,2155.062,0,4,5,2,11,Potential Loyalists,2014-09-20,2017-03-31,14,78.04142857142857,150.72910808350306,2,4.0,0.12142857142857143,923,65.92857142857143,3,0.0,0,Standard
HG-15025,19,5,3382.1440000000002,308.14,0,5,3,5,13,Loyal Customers,2014-10-14,2017-06-12,8,422.76800000000003,740.3113645579907,2,2.875,0.2,972,121.5,6,2215.372,1,VIP Recent
HH-15010,1037,1,123.28,95.388,0,1,1,1,3,Hibernating,2014-08-29,2014-08-29,2,61.64,68.27823079137303,1,2.0,0.0,0,0.0,8,0.0,0,Standard
HJ-14875,218,4,304.38,53.72,0,2,2,1,5,Hibernating,2015-04-13,2016-11-25,5,60.876,60.77731195108911,2,3.4,0.12000000000000002,592,118.4,11,0.0,0,Standard
HK-14890,28,7,4822.888,54.896,0,5,4,5,14,Champions,2014-06-10,2017-06-03,14,344.492,624.4132709036662,3,4.428571428571429,0.21428571428571427,1089,77.78571428571429,6,3007.686,1,VIP Recent
HL-15040,271,4,2350.748,10522.55,0,2,2,4,8,Regular Customers,2014-01-20,2016-10-03,9,261.1942222222222,389.6887731259966,3,5.0,0.022222222222222223,987,109.66666666666667,10,1140.84,1,Tech Loyal
HM-14860,78,6,7752.782800000001,483.9820000000001,0,4,4,5,13,Champions,2014-07-21,2017-04-14,13,596.3679076923078,1330.2233851542296,3,4.076923076923077,0.20153846153846156,998,76.76923076923077,4,5642.242,1,VIP Recent
HM-14980,65,4,736.276,0.0,1,4,2,2,8,Needs Attention,2015-10-02,2017-04-27,7,105.18228571428571,182.3408282655627,3,4.142857142857143,0.17142857142857146,573,81.85714285714286,4,503.96,1,Tech Loyal
HP-14815,159,6,678.942,1311.372,0,3,4,2,9,Regular Customers,2014-05-06,2017-01-23,8,84.86775,62.71863975782183,3,4.5,0.3375,993,124.125,1,95.984,1,Tech Loyal
HR-14770,85,4,1287.48,11.808,0,4,2,2,8,Needs Attention,2014-03-01,2017-04-07,12,107.29,195.02799272085858,3,3.0,0.03333333333333333,1133,94.41666666666667,4,464.844,1,Tech Loyal
HR-14830,99,6,2848.827,2399.96,0,4,4,4,12,Champions,2014-11-24,2017-03-24,13,219.14053846153848,270.8642769976061,3,3.5384615384615383,0.09230769230769233,851,65.46153846153847,3,485.01,1,Tech Loyal
HW-14935,30,6,6110.348,3189.906,0,5,4,5,14,Champions,2015-09-27,2017-06-01,15,407.35653333333335,732.2434584833758,3,3.933333333333333,0.013333333333333334,613,40.86666666666667,6,605.7579999999999,1,VIP Recent
HZ-14950,33,2,87.304,799.216,0,5,1,1,7,Needs Attention,2016-03-14,2017-05-29,2,43.652,30.790257679987032,1,4.5,0.4,441,220.5,5,0.0,0,Standard
IG-15085,379,3,545.404,199.17,0,1,1,1,3,Hibernating,2014-10-18,2016-06-17,4,136.351,162.28896895353054,1,2.0,0.05,608,152.0,6,0.0,0,Standard
IL-15100,300,6,3394.866,1645.87,0,2,4,5,11,At Risk,2014-08-01,2016-09-04,11,308.6241818181818,500.1448995228919,3,3.909090909090909,0.09090909090909091,765,69.54545454545455,9,403.13599999999997,1,At-Risk High-Value
IM-15055,227,3,2872.63,0.0,1,2,1,4,7,Regular Customers,2014-01-23,2016-11-16,4,718.1575,1387.9288987642703,3,4.75,0.1,1028,257.0,11,2799.96,1,Tech Loyal
IM-15070,208,7,4930.474,0.0,1,2,4,5,11,At Risk,2014-12-19,2016-12-05,21,234.7844761904762,439.2656412795814,3,4.428571428571429,0.16666666666666666,717,34.142857142857146,12,1158.04,1,At-Risk High-Value
JA-15970,47,5,1505.241,4985.785,0,4,3,3,10,Loyal Customers,2014-09-17,2017-05-15,18,83.6245,161.79527031342454,3,3.7222222222222223,0.2111111111111111,971,53.94444444444444,5,124.217,1,Tech Loyal
JB-15400,343,6,937.207,854.398,0,1,4,2,7,Regular Customers,2014-09-14,2016-07-23,10,93.7207,72.76034956554291,2,2.0,0.21000000000000002,678,67.8,7,454.717,1,Tech Loyal
JB-15925,555,3,900.552,0.0,1,1,1,2,4,Hibernating,2014-12-05,2015-12-24,8,112.569,168.65279285646506,3,4.0,0.3,384,48.0,12,502.356,1,Tech Loyal
JB-16000,110,3,222.76600000000002,421.3528,0,3,1,1,5,Needs Attention,2016-01-10,2017-03-13,3,74.25533333333334,86.64341974629887,2,5.333333333333333,0.06666666666666667,428,142.66666666666666,3,0.0,0,Standard
JB-16045,205,4,2490.655,27.46,0,2,2,4,8,Regular Customers,2015-05-03,2016-12-08,8,311.331875,457.82950665081097,3,3.75,0.21250000000000002,585,73.125,12,500.178,1,Tech Loyal
JC-15340,200,3,23.323,47.94,0,3,1,1,5,Needs Attention,2014-01-28,2016-12-13,3,7.774333333333334,3.334069035478019,1,3.0,0.3,1050,350.0,12,0.0,0,Standard
JC-15775,1,8,2294.963,477.09200000000004,0,5,5,4,14,Champions,2014-09-14,2017-06-30,11,208.633,235.32910508264808,3,4.2727272727272725,0.06818181818181818,1020,92.72727272727273,6,1425.504,1,Tech Loyal
JC-16105,667,3,703.266,155.31,0,1,1,2,4,Hibernating,2014-11-18,2015-09-03,4,175.8165,95.02600635440103,2,4.75,0.1,289,72.25,9,0.0,0,Standard
JD-15790,29,4,2112.256,40.096,0,5,2,3,10,Regular Customers,2015-04-02,2017-06-02,4,528.064,853.9578542605797,3,3.25,0.15000000000000002,792,198.0,6,71.976,1,Tech Loyal
JD-15895,212,11,7610.8640000000005,0.0,1,2,5,5,12,At Risk,2014-03-26,2016-12-01,32,237.83950000000002,441.72459060047964,3,4.6875,0.075,981,30.65625,12,256.148,1,At-Risk High-Value
JD-16015,47,4,224.0,161.43,0,4,2,1,7,Needs Attention,2014-10-04,2017-05-15,7,32.0,29.80240455623226,2,3.142857142857143,0.2571428571428572,954,136.28571428571428,5,46.135999999999996,1,Tech Loyal
JD-16060,118,3,695.442,0.0,1,3,1,2,6,Needs Attention,2014-09-24,2017-03-05,6,115.907,91.24963889243618,2,2.8333333333333335,0.049999999999999996,893,148.83333333333334,3,0.0,0,Standard
JD-16150,98,7,6306.5505,2521.4799999999996,0,4,4,5,13,Champions,2014-11-16,2017-03-25,15,420.43670000000003,525.5883289500375,3,3.3333333333333335,0.06333333333333334,860,57.333333333333336,3,1756.8840000000002,1,Tech Loyal
JE-15475,11,6,1388.682,0.0,1,5,4,3,12,Loyal Customers,2015-03-16,2017-06-20,13,106.8216923076923,206.8874005650516,3,3.769230769230769,0.18461538461538465,827,63.61538461538461,6,1019.092,1,Tech Loyal
JE-15610,92,4,6779.558,975.4180000000001,0,4,2,5,11,Regular Customers,2014-10-14,2017-03-31,14,484.2541428571429,812.1676744767062,3,3.2857142857142856,0.19999999999999998,899,64.21428571428571,3,3471.9179999999997,1,Tech Loyal
JE-15715,16,8,8637.907,59.93600000000001,0,5,5,5,15,Champions,2014-08-25,2017-06-15,20,431.89534999999995,676.1664623461543,3,4.35,0.34500000000000003,1025,51.25,6,1163.0639999999999,1,VIP Recent
JE-15745,15,11,5986.785,774.0300000000001,0,5,5,5,15,Champions,2014-06-22,2017-06-16,20,299.33925,538.4561446669225,3,3.65,0.1675,1090,54.5,6,898.572,1,VIP Recent
JE-16165,208,1,2657.81,39.438,0,2,1,4,7,Regular Customers,2016-12-05,2016-12-05,4,664.4525,864.756823713079,3,6.75,0.0,0,0.0,12,534.42,1,Standard
JF-15190,90,5,1265.434,1014.152,0,4,3,2,9,Potential Loyalists,2014-11-15,2017-04-02,12,105.45283333333333,133.66867564367251,2,3.5,0.08333333333333333,869,72.41666666666667,4,0.0,0,Standard
JF-15295,43,5,955.124,0.0,1,5,3,2,10,Potential Loyalists,2014-03-14,2017-05-19,14,68.22314285714286,64.98962492684404,3,3.0,0.1142857142857143,1162,83.0,5,178.792,1,Tech Loyal
JF-15355,69,4,1748.334,163.51,0,4,2,3,9,Regular Customers,2015-10-23,2017-04-23,13,134.48723076923076,225.45919940651268,3,3.8461538461538463,0.06153846153846154,548,42.15384615384615,4,148.32,1,Tech Loyal
JF-15415,615,4,416.716,1954.732,0,1,2,1,4,Hibernating,2014-06-17,2015-10-25,5,83.3432,91.76972774940546,2,4.4,0.04,495,99.0,10,239.94,1,Tech Loyal
JF-15490,56,10,1063.798,19.119999999999997,0,4,5,2,11,Potential Loyalists,2014-10-19,2017-05-06,13,81.83061538461538,106.10720818865107,3,2.4615384615384617,0.13846153846153847,930,71.53846153846153,5,191.968,1,Tech Loyal
JF-15565,253,7,3366.964,831.368,0,2,4,5,11,At Risk,2014-10-11,2016-10-21,11,306.08763636363636,452.84918259907965,3,4.0,0.11818181818181818,741,67.36363636363636,10,2275.922,1,At-Risk High-Value
JG-15115,576,3,2358.676,0.0,1,1,1,4,6,Regular Customers,2014-09-21,2015-12-03,7,336.9537142857143,649.7314084475508,3,2.857142857142857,0.24285714285714288,438,62.57142857142857,12,2175.41,1,Tech Loyal
JG-15160,35,9,5572.608,793.784,0,5,5,5,15,Champions,2014-05-30,2017-05-27,15,371.5072,418.28103001334944,3,4.066666666666666,0.10666666666666667,1093,72.86666666666666,5,4078.188,1,VIP Recent
JG-15310,345,3,969.9739999999999,1270.606,0,1,1,2,4,Hibernating,2016-03-03,2016-07-21,7,138.5677142857143,194.87738137412993,2,4.571428571428571,0.2571428571428571,140,20.0,7,0.0,0,Standard
JG-15805,41,6,1507.018,0.0,1,5,4,3,12,Loyal Customers,2014-04-05,2017-05-21,9,167.44644444444444,257.91841799448474,2,5.111111111111111,0.06666666666666668,1142,126.88888888888889,5,0.0,0,Standard
JH-15430,1223,1,55.672,253.60899999999998,0,1,1,1,3,Hibernating,2014-02-24,2014-02-24,2,27.836,7.155920625607861,1,3.5,0.2,0,0.0,2,0.0,0,Standard
JH-15820,155,5,299.99,228.92,0,3,3,1,7,Regular Customers,2014-05-19,2017-01-27,7,42.855714285714285,37.393892557093174,3,3.4285714285714284,0.14285714285714285,984,140.57142857142858,1,179.958,1,Tech Loyal
JH-15910,34,6,740.402,219.075,0,5,4,2,11,Potential Loyalists,2015-06-12,2017-05-28,8,92.55025,92.8103257582751,3,4.0,0.1,716,89.5,5,412.72799999999995,1,Tech Loyal
JH-15985,238,5,7578.898,376.1,0,2,3,5,10,At Risk,2014-08-09,2016-11-05,9,842.0997777777778,1464.9963270610765,3,4.888888888888889,0.13333333333333336,819,91.0,11,899.91,1,At-Risk High-Value
JH-16180,222,4,2256.3940000000002,0.0,1,2,2,4,8,Regular Customers,2015-05-25,2016-11-21,5,451.27880000000005,334.7097605795206,3,5.6,0.22000000000000003,546,109.2,11,118.782,1,Tech Loyal
JJ-15445,301,5,709.178,0.0,1,2,3,2,7,Regular Customers,2015-03-05,2016-09-03,6,118.19633333333333,142.57262585176255,2,4.166666666666667,0.06666666666666667,548,91.33333333333333,9,307.98,1,Tech Loyal
JJ-15760,571,2,195.0,0.0,1,1,1,1,3,Hibernating,2015-10-05,2015-12-08,3,65.0,48.381748624868855,2,3.6666666666666665,0.06666666666666667,64,21.333333333333332,12,119.96,1,Standard
JK-15205,273,4,2433.37,1993.772,0,2,2,4,8,Regular Customers,2014-07-11,2016-10-01,7,347.6242857142857,675.0684870899432,3,5.285714285714286,0.18571428571428572,813,116.14285714285714,10,2036.73,1,Tech Loyal
JK-15325,105,3,383.812,0.0,1,3,1,1,5,Needs Attention,2014-11-21,2017-03-18,4,95.953,120.80085732035734,2,3.75,0.1,848,212.0,3,267.96,1,Tech Loyal
JK-15370,218,5,2280.382,429.25,0,2,3,4,9,At Risk,2014-04-11,2016-11-25,10,228.03820000000002,212.85034302679014,3,4.1,0.17,959,95.9,11,719.9200000000001,1,Tech Loyal
JK-15625,554,6,2848.208,911.82,0,1,4,4,9,At Risk,2014-05-31,2015-12-25,9,316.4675555555556,324.0233480303198,3,3.5555555555555554,0.1111111111111111,573,63.666666666666664,12,1617.6,1,Tech Loyal
JK-15640,554,8,609.462,4150.972,0,1,5,1,7,Regular Customers,2014-09-19,2015-12-25,8,76.18275,141.2447306847738,1,3.5,0.1,462,57.75,12,0.0,0,Standard
JK-15730,9,7,4525.994,341.206,0,5,4,5,14,Champions,2014-11-18,2017-06-22,17,266.23494117647056,386.76060158586324,3,4.352941176470588,0.33529411764705885,947,55.705882352941174,6,2233.918,1,VIP Recent
JK-16090,802,1,893.0899999999999,2854.578,0,1,1,2,4,Hibernating,2015-04-21,2015-04-21,4,223.27249999999998,185.1148395591234,3,3.25,0.0,0,0.0,4,469.95,1,Standard
JK-16120,51,9,2902.1,30.384,0,4,5,4,13,Champions,2014-11-02,2017-05-11,16,181.38125,285.66409832517166,3,3.0,0.20625,921,57.5625,5,924.712,1,Tech Loyal
JL-15130,64,5,124.608,1090.348,0,4,3,1,8,Potential Loyalists,2014-07-18,2017-04-28,7,17.801142857142857,11.379381990081466,2,2.7142857142857144,0.2857142857142857,1015,145.0,4,27.12,1,Tech Loyal
JL-15175,380,3,710.939,860.584,0,1,1,2,4,Hibernating,2014-12-31,2016-06-16,4,177.73475,199.43045281563698,2,5.0,0.225,533,133.25,6,567.419,1,Tech Loyal
JL-15235,64,4,1948.452,255.248,0,4,2,3,9,Regular Customers,2014-05-25,2017-04-28,8,243.5565,314.55069107311056,3,4.0,0.225,1069,133.625,4,751.984,1,Tech Loyal
JL-15505,37,4,585.0600000000001,2588.814,0,5,2,1,8,Needs Attention,2014-11-14,2017-05-25,8,73.13250000000001,129.02534305985893,2,3.875,0.05,923,115.375,5,0.0,0,Standard
